date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:19	38317/38317	---MCZ	200	added ('OK')	text/html	etag:W/%222feebab94d8e8256a2b47035ebf77fae%22	https://canetastouch.vercel.app/livro-bob.vercel.app/2.html	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/2.html	(from https://canetastouch.vercel.app/livro-bob.vercel.app/index.html)
11:44:19	38302/38302	---MCZ	200	added ('OK')	text/html	etag:W/%22ad2feab312164d0ddd811f44475d9aa2%22	https://canetastouch.vercel.app/livro-bob.vercel.app/3.html	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/3.html	(from https://canetastouch.vercel.app/livro-bob.vercel.app/index.html)
11:44:19	38326/38326	---MCZ	200	added ('OK')	text/html	etag:W/%22ff50a642bc542d9f5256a3344e654fae%22	https://canetastouch.vercel.app/livro-bob.vercel.app/4.html	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/4.html	(from https://canetastouch.vercel.app/livro-bob.vercel.app/index.html)
11:44:20	38329/38329	---MCZ	200	added ('OK')	text/html	etag:W/%229731f64b139bba92ef71467c3ac74139%22	https://canetastouch.vercel.app/livro-bob.vercel.app/5.html	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/5.html	(from https://canetastouch.vercel.app/livro-bob.vercel.app/index.html)
11:44:20	38116/38116	---MCZ	200	added ('OK')	text/html	etag:W/%22d2ac0bb58016473bca43708095423ff2%22	https://canetastouch.vercel.app/livro-bob.vercel.app/8.html	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/8.html	(from https://canetastouch.vercel.app/livro-bob.vercel.app/index.html)
11:44:20	3854439/3854439	---M--	200	added ('OK')	image/gif	etag:%22fb9ad00052ca60fe2b420f6f807d999f%22	https://canetastouch.vercel.app/livro-bob.vercel.app/images/banner2.gif	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/images/banner2.gif	(from https://canetastouch.vercel.app/livro-bob.vercel.app/index.html)
11:44:21	694/694	---M--	200	added ('OK')	image/png	etag:%2233ef3de5b59b3722bd978eeeeb320ad8%22	https://canetastouch.vercel.app/img.icons8.com/emoji/24/star-emoji.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/img.icons8.com/emoji/24/star-emoji.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:21	11128/11128	---M--	200	added ('OK')	image/png	etag:%229b4f95a31b89f99e1b8a86f566718f58%22	https://canetastouch.vercel.app/livro-bob.vercel.app/images/heart3.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/images/heart3.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:21	4119/4119	---M--	200	added ('OK')	image/png	etag:%2289773ea446d76f6d58c7347a072eb4fc%22	https://canetastouch.vercel.app/livro-bob.vercel.app/images/share.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/images/share.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:22	6100/6100	---M--	200	added ('OK')	image/png	etag:%22267007f79294257c1e66553ab0914ca9%22	https://canetastouch.vercel.app/cdn-icons-png.flaticon.com/512/64/64113.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/cdn-icons-png.flaticon.com/512/64/64113.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:22	8070/8070	---M--	200	added ('OK')	image/png	etag:%2214ebd2fd9e9befa7d67b50667248c441%22	https://canetastouch.vercel.app/livro-bob.vercel.app/images/pagseg.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/images/pagseg.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:23	18574/18574	---M--	200	added ('OK')	image/png	etag:%226c06f9b47de96767e2a9a351cefbbea9%22	https://canetastouch.vercel.app/livro-bob.vercel.app/images/devo.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/images/devo.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:24	12879/12879	---M--	200	added ('OK')	image/png	etag:%22a08c01b081ea335f73769eafed47b834%22	https://canetastouch.vercel.app/livro-bob.vercel.app/images/frete.png	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/livro-bob.vercel.app/images/frete.png	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:24	3598/3598	---M--	200	added ('OK')	image/jpeg	etag:%229e0ba91725de490418b2894e599a2c4b%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/men/1.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/men/1.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:25	5157/5157	---M--	200	added ('OK')	image/jpeg	etag:%220590986e4ecdc51cd2970b76ba8d953b%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/women/2.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/women/2.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:25	5631/5631	---M--	200	added ('OK')	image/jpeg	etag:%22f025345a00d65987a9a2f813c54c0611%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/men/3.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/men/3.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:26	3218/3218	---M--	200	added ('OK')	image/jpeg	etag:%22da1fe3788c71ba23abf5b87d16d3e665%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/women/4.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/women/4.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:26	3249/3249	---M--	200	added ('OK')	image/jpeg	etag:%2256c8a2f848a99b84d0fe91b816bb12ce%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/men/5.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/men/5.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:27	6492/6492	---M--	200	added ('OK')	image/jpeg	etag:%229bf3916588af86636cd9ca30d6cb3c0f%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/women/6.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/women/6.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:27	4988/4988	---M--	200	added ('OK')	image/jpeg	etag:%22605af7fa51e2abb4df27027909bf7c4a%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/men/7.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/men/7.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:28	5810/5810	---M--	200	added ('OK')	image/jpeg	etag:%22b0030813aa706d6fec4c6220454bbeac%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/women/8.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/women/8.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:28	2438/2438	---M--	200	added ('OK')	image/jpeg	etag:%2295d6154558ab4c717cc0b1784a27ff01%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/men/9.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/men/9.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:29	3935/3935	---M--	200	added ('OK')	image/jpeg	etag:%22183bbe6f05cddf589a7b0afac3886683%22	https://canetastouch.vercel.app/randomuser.me/api/portraits/women/10.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/randomuser.me/api/portraits/women/10.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/7.html)
11:44:30	152/152	---M--	200	added ('OK')	application/javascript	etag:%227f6d434aae819dee387fdac4b1897701%22	https://canetastouch.vercel.app/cdn.utmify.com.br/scripts/utms/latest.js	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/cdn.utmify.com.br/scripts/utms/latest.js	(from https://canetastouch.vercel.app/livro-bob.vercel.app/1.html)
11:44:30	31955/31955	---M--	200	added ('OK')	image/jpeg	etag:%22afab626d7e1f51a97571b4eef16914a7%22	https://canetastouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/65ad6e53d8d9de76603a4cb86f9f7981.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/65ad6e53d8d9de76603a4cb86f9f7981.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/1.html)
11:44:31	40931/40931	---M--	200	added ('OK')	image/jpeg	etag:%22a8398308c7ce4ed21b928a0ce3416df3%22	https://canetastouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/2e0f9796fca190c7b21fcf746598e688.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/2e0f9796fca190c7b21fcf746598e688.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/1.html)
11:44:31	59219/59219	---M--	200	added ('OK')	image/jpeg	etag:%22ea114a80f3b6759e160e5733f679e7cd%22	https://canetastouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/ad91cddbf1f981edf0de33e1ca824d5a.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/ad91cddbf1f981edf0de33e1ca824d5a.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/1.html)
11:44:32	100414/100414	---M--	200	added ('OK')	image/jpeg	etag:%22e6fa4c3c114e99e1e077f7466f2af72b%22	https://canetastouch.vercel.app/a-static.mlcdn.com.br/1500x1500/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/7e5bb6679f2aea764e0dd1017f215542.jpg	C:/Users/pablo/Downloads/canetinhas%20touch/canetastouch.vercel.app/a-static.mlcdn.com.br/1500x1500/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/7e5bb6679f2aea764e0dd1017f215542.jpg	(from https://canetastouch.vercel.app/livro-bob.vercel.app/1.html)
